0,21.64,35.72,1008.96,35.78,2019-01-12 19:54:51
0,21.67,35.68,1009.03,35.19,2019-01-12 19:55:53
0,21.71,35.60,1009.05,35.03,2019-01-12 19:56:56
0,21.75,35.56,1009.01,35.36,2019-01-12 19:57:58
0,21.79,35.49,1009.05,35.03,2019-01-12 19:59:1
0,21.86,35.45,1008.96,35.78,2019-01-12 20:0:3
0,21.92,35.34,1009.01,35.36,2019-01-12 20:1:6
0,21.98,35.23,1008.99,35.53,2019-01-12 20:2:8
0,22.02,35.20,1009.07,34.86,2019-01-12 20:3:11
0,22.08,35.15,1008.97,35.70,2019-01-12 20:4:13
0,22.15,35.10,1009.04,35.11,2019-01-12 20:5:16
0,22.19,35.01,1008.99,35.53,2019-01-12 20:6:18
0,22.23,35.02,1008.99,35.53,2019-01-12 20:7:21
0,22.31,34.86,1008.99,35.53,2019-01-12 20:8:23
0,22.31,34.88,1008.98,35.61,2019-01-12 20:9:25
0,22.36,34.74,1009.07,34.86,2019-01-12 20:10:28
0,22.38,34.76,1009.01,35.36,2019-01-12 20:11:30
0,22.41,34.73,1008.96,35.78,2019-01-12 20:12:33
0,22.44,34.66,1008.97,35.70,2019-01-12 20:13:35
0,22.47,34.73,1009.00,35.44,2019-01-12 20:14:38
0,22.45,34.65,1009.00,35.44,2019-01-12 20:15:40
0,22.51,34.60,1008.93,36.03,2019-01-12 20:16:43
0,22.54,34.64,1008.97,35.70,2019-01-12 20:17:45
0,22.54,34.54,1008.95,35.86,2019-01-12 20:18:48
0,22.57,34.58,1009.06,34.94,2019-01-12 20:19:50
0,22.58,34.52,1008.96,35.78,2019-01-12 20:20:53
0,22.62,34.57,1008.95,35.86,2019-01-12 20:21:55
0,22.65,34.44,1008.96,35.78,2019-01-12 20:22:58
0,22.64,34.49,1008.92,36.11,2019-01-12 20:24:0
0,22.65,34.44,1008.90,36.28,2019-01-12 20:25:2
0,22.65,34.39,1008.93,36.03,2019-01-12 20:26:5
0,22.72,34.37,1008.95,35.86,2019-01-12 20:27:7
0,22.67,34.34,1008.91,36.20,2019-01-12 20:28:10
0,22.70,34.30,1008.95,35.86,2019-01-12 20:29:12
0,22.70,34.31,1008.90,36.28,2019-01-12 20:30:15
0,22.71,34.37,1008.93,36.03,2019-01-12 20:31:17
0,22.72,34.35,1008.95,35.86,2019-01-12 20:32:20
0,22.72,34.18,1008.94,35.95,2019-01-12 20:33:22
0,22.74,34.23,1008.97,35.70,2019-01-12 20:34:25
0,22.75,34.26,1008.90,36.28,2019-01-12 20:35:27
0,22.78,34.20,1008.90,36.28,2019-01-12 20:36:30
0,22.83,34.20,1008.93,36.03,2019-01-12 20:37:32
0,22.79,34.25,1008.94,35.95,2019-01-12 20:38:34
0,22.79,34.25,1008.93,36.03,2019-01-12 20:39:37
0,22.79,34.21,1008.97,35.70,2019-01-12 20:40:39
0,22.79,34.25,1008.94,35.95,2019-01-12 20:41:42
0,22.81,34.22,1008.93,36.03,2019-01-12 20:42:44
0,22.81,34.17,1008.93,36.03,2019-01-12 20:43:47
0,22.86,34.11,1008.97,35.70,2019-01-12 20:44:49
0,22.82,34.17,1008.90,36.28,2019-01-12 20:45:52
0,22.85,34.09,1008.93,36.03,2019-01-12 20:46:54
0,22.83,34.11,1008.96,35.78,2019-01-12 20:47:57
0,22.85,34.19,1008.90,36.28,2019-01-12 20:48:59
0,22.85,34.10,1008.88,36.45,2019-01-12 20:50:2
0,22.85,34.12,1008.86,36.61,2019-01-12 20:51:4
0,22.85,34.10,1008.91,36.20,2019-01-12 20:52:7
0,22.86,34.10,1008.92,36.11,2019-01-12 20:53:9
0,22.89,34.01,1008.93,36.03,2019-01-12 20:54:12
0,22.85,34.07,1008.90,36.28,2019-01-12 20:55:14
0,22.88,33.99,1008.92,36.11,2019-01-12 20:56:16
0,22.89,33.95,1008.91,36.20,2019-01-12 20:57:19
0,22.88,34.02,1008.92,36.11,2019-01-12 20:58:21
0,22.89,33.95,1008.93,36.03,2019-01-12 20:59:24
0,22.88,33.98,1008.92,36.11,2019-01-12 21:0:26
0,22.89,33.87,1008.92,36.11,2019-01-12 21:1:29
0,22.89,33.90,1008.91,36.20,2019-01-12 21:2:31
0,22.90,33.86,1008.85,36.70,2019-01-12 21:3:34
0,22.89,33.85,1008.92,36.11,2019-01-12 21:4:36
0,22.90,33.88,1008.87,36.53,2019-01-12 21:5:39
0,22.83,33.95,1008.89,36.36,2019-01-12 21:6:41
0,22.71,33.95,1008.83,36.86,2019-01-12 21:7:44
0,22.60,34.06,1008.87,36.53,2019-01-12 21:8:46
0,22.48,34.17,1008.88,36.45,2019-01-12 21:9:49
0,22.36,34.33,1008.85,36.70,2019-01-12 21:10:51
0,22.27,34.66,1008.86,36.61,2019-01-12 21:11:53
0,22.21,34.60,1008.83,36.86,2019-01-12 21:12:56
0,22.10,34.60,1008.85,36.70,2019-01-12 21:13:58
0,22.03,34.66,1008.80,37.12,2019-01-12 21:15:1
0,21.99,34.63,1008.78,37.28,2019-01-12 21:16:3
0,21.99,35.61,1008.83,36.86,2019-01-12 21:17:6
0,22.05,37.36,1008.80,37.12,2019-01-12 21:18:8
0,22.08,37.24,1008.82,36.95,2019-01-12 21:19:11
0,22.10,36.80,1008.84,36.78,2019-01-12 21:20:13
0,22.16,36.44,1008.90,36.28,2019-01-12 21:21:16
0,22.20,36.34,1008.81,37.03,2019-01-12 21:22:18
0,22.27,36.66,1008.88,36.45,2019-01-12 21:23:21
0,22.30,36.66,1008.89,36.36,2019-01-12 21:24:23
0,22.37,36.69,1008.88,36.45,2019-01-12 21:25:25
0,22.41,36.81,1008.97,35.70,2019-01-12 21:26:28
0,22.43,36.91,1008.94,35.95,2019-01-12 21:27:30
0,22.45,37.23,1008.96,35.78,2019-01-12 21:28:33
0,22.48,37.38,1008.93,36.03,2019-01-12 21:29:35
0,22.58,37.48,1008.94,35.95,2019-01-12 21:30:38
0,22.58,37.80,1008.94,35.95,2019-01-12 21:31:40
0,22.62,37.70,1008.94,35.95,2019-01-12 21:32:43
0,22.62,37.67,1008.92,36.11,2019-01-12 21:33:45
0,22.65,37.49,1008.95,35.86,2019-01-12 21:34:48
0,22.70,37.79,1008.95,35.86,2019-01-12 21:35:50
0,22.71,38.07,1008.89,36.36,2019-01-12 21:36:52
0,22.76,37.93,1008.87,36.53,2019-01-12 21:37:55
0,22.75,38.00,1008.91,36.20,2019-01-12 21:38:57
0,22.75,37.69,1008.90,36.28,2019-01-12 21:40:0
0,22.81,38.18,1008.94,35.95,2019-01-12 21:41:2
0,22.85,38.73,1008.92,36.11,2019-01-12 21:42:5
0,22.86,38.41,1009.01,35.36,2019-01-12 21:43:7
0,22.88,38.09,1009.02,35.28,2019-01-12 21:44:10
0,22.89,38.10,1009.01,35.36,2019-01-12 21:45:12
0,22.89,38.20,1009.08,34.78,2019-01-12 21:46:15
